source_path,target_path,anchor,reason,placement
/projects/rooflights-building-regulations/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Rooflights building regulations references Approved Document B.,contextual
/approved-documents/b-fire-safety/,/projects/rooflights-building-regulations/,Rooflights building regulations,Approved Document B is relevant to Rooflights building regulations.,related_project
/projects/rooflights-building-regulations/,/approved-documents/k-falling-collision-impact/,"Approved Document K: Protection from falling, collision and impact",Rooflights building regulations references Approved Document K.,contextual
/approved-documents/k-falling-collision-impact/,/projects/rooflights-building-regulations/,Rooflights building regulations,Approved Document K is relevant to Rooflights building regulations.,related_project
/projects/rooflights-building-regulations/,/approved-documents/l-conservation-fuel-power/,Approved Document L: Conservation of fuel and power,Rooflights building regulations references Approved Document L.,contextual
/approved-documents/l-conservation-fuel-power/,/projects/rooflights-building-regulations/,Rooflights building regulations,Approved Document L is relevant to Rooflights building regulations.,related_project
/projects/rooflights-building-regulations/,/approved-documents/f-ventilation/,Approved Document F: Ventilation,Rooflights building regulations references Approved Document F.,contextual
/approved-documents/f-ventilation/,/projects/rooflights-building-regulations/,Rooflights building regulations,Approved Document F is relevant to Rooflights building regulations.,related_project
/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Homepage should route into core project pages.,hub_card
/projects/roof-alterations-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/roof-alterations-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/roof-alterations-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/roof-alterations-building-regulations/,/approved-documents/a-structure/,Approved Document A: Structure,Roof alterations building regulations references Approved Document A.,contextual
/approved-documents/a-structure/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Approved Document A is relevant to Roof alterations building regulations.,related_project
/projects/roof-alterations-building-regulations/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Roof alterations building regulations references Approved Document B.,contextual
/approved-documents/b-fire-safety/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Approved Document B is relevant to Roof alterations building regulations.,related_project
/projects/roof-alterations-building-regulations/,/approved-documents/k-falling-collision-impact/,"Approved Document K: Protection from falling, collision and impact",Roof alterations building regulations references Approved Document K.,contextual
/approved-documents/k-falling-collision-impact/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Approved Document K is relevant to Roof alterations building regulations.,related_project
/projects/roof-alterations-building-regulations/,/approved-documents/l-conservation-fuel-power/,Approved Document L: Conservation of fuel and power,Roof alterations building regulations references Approved Document L.,contextual
/approved-documents/l-conservation-fuel-power/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Approved Document L is relevant to Roof alterations building regulations.,related_project
/,/projects/driveway-drainage-building-regulations/,Driveway drainage building regulations,Homepage should route into core project pages.,hub_card
/projects/driveway-drainage-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/driveway-drainage-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/driveway-drainage-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/driveway-drainage-building-regulations/,/approved-documents/h-drainage-waste/,Approved Document H: Drainage and waste disposal,Driveway drainage building regulations references Approved Document H.,contextual
/approved-documents/h-drainage-waste/,/projects/driveway-drainage-building-regulations/,Driveway drainage building regulations,Approved Document H is relevant to Driveway drainage building regulations.,related_project
/projects/driveway-drainage-building-regulations/,/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",Driveway drainage building regulations references Approved Document C.,contextual
/approved-documents/c-site-preparation-moisture/,/projects/driveway-drainage-building-regulations/,Driveway drainage building regulations,Approved Document C is relevant to Driveway drainage building regulations.,related_project
/,/projects/insulation-upgrades-building-regulations/,Insulation upgrades building regulations,Homepage should route into core project pages.,hub_card
/projects/insulation-upgrades-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/insulation-upgrades-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/insulation-upgrades-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/insulation-upgrades-building-regulations/,/approved-documents/l-conservation-fuel-power/,Approved Document L: Conservation of fuel and power,Insulation upgrades building regulations references Approved Document L.,contextual
/approved-documents/l-conservation-fuel-power/,/projects/insulation-upgrades-building-regulations/,Insulation upgrades building regulations,Approved Document L is relevant to Insulation upgrades building regulations.,related_project
/projects/insulation-upgrades-building-regulations/,/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",Insulation upgrades building regulations references Approved Document C.,contextual
/approved-documents/c-site-preparation-moisture/,/projects/insulation-upgrades-building-regulations/,Insulation upgrades building regulations,Approved Document C is relevant to Insulation upgrades building regulations.,related_project
/projects/insulation-upgrades-building-regulations/,/approved-documents/f-ventilation/,Approved Document F: Ventilation,Insulation upgrades building regulations references Approved Document F.,contextual
/approved-documents/f-ventilation/,/projects/insulation-upgrades-building-regulations/,Insulation upgrades building regulations,Approved Document F is relevant to Insulation upgrades building regulations.,related_project
/projects/insulation-upgrades-building-regulations/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Insulation upgrades building regulations references Approved Document B.,contextual
/approved-documents/b-fire-safety/,/projects/insulation-upgrades-building-regulations/,Insulation upgrades building regulations,Approved Document B is relevant to Insulation upgrades building regulations.,related_project
/,/projects/porch-building-regulations/,Porch building regulations,Homepage should route into core project pages.,hub_card
/projects/porch-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/porch-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/porch-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/porch-building-regulations/,/approved-documents/a-structure/,Approved Document A: Structure,Porch building regulations references Approved Document A.,contextual
/approved-documents/a-structure/,/projects/porch-building-regulations/,Porch building regulations,Approved Document A is relevant to Porch building regulations.,related_project
/projects/porch-building-regulations/,/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",Porch building regulations references Approved Document C.,contextual
/approved-documents/c-site-preparation-moisture/,/projects/porch-building-regulations/,Porch building regulations,Approved Document C is relevant to Porch building regulations.,related_project
/projects/porch-building-regulations/,/approved-documents/l-conservation-fuel-power/,Approved Document L: Conservation of fuel and power,Porch building regulations references Approved Document L.,contextual
/approved-documents/l-conservation-fuel-power/,/projects/porch-building-regulations/,Porch building regulations,Approved Document L is relevant to Porch building regulations.,related_project
/projects/porch-building-regulations/,/approved-documents/k-falling-collision-impact/,"Approved Document K: Protection from falling, collision and impact",Porch building regulations references Approved Document K.,contextual
/approved-documents/k-falling-collision-impact/,/projects/porch-building-regulations/,Porch building regulations,Approved Document K is relevant to Porch building regulations.,related_project
/projects/porch-building-regulations/,/approved-documents/p-electrical-safety/,Approved Document P: Electrical safety,Porch building regulations references Approved Document P.,contextual
/approved-documents/p-electrical-safety/,/projects/porch-building-regulations/,Porch building regulations,Approved Document P is relevant to Porch building regulations.,related_project
/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Homepage should route into core project pages.,hub_card
/projects/flat-alterations-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/flat-alterations-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/flat-alterations-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/flat-alterations-building-regulations/,/approved-documents/a-structure/,Approved Document A: Structure,Flat alterations building regulations references Approved Document A.,contextual
/approved-documents/a-structure/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Approved Document A is relevant to Flat alterations building regulations.,related_project
/projects/flat-alterations-building-regulations/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Flat alterations building regulations references Approved Document B.,contextual
/approved-documents/b-fire-safety/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Approved Document B is relevant to Flat alterations building regulations.,related_project
/projects/flat-alterations-building-regulations/,/approved-documents/e-sound/,Approved Document E: Resistance to sound,Flat alterations building regulations references Approved Document E.,contextual
/approved-documents/e-sound/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Approved Document E is relevant to Flat alterations building regulations.,related_project
/projects/flat-alterations-building-regulations/,/approved-documents/f-ventilation/,Approved Document F: Ventilation,Flat alterations building regulations references Approved Document F.,contextual
/approved-documents/f-ventilation/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Approved Document F is relevant to Flat alterations building regulations.,related_project
/projects/flat-alterations-building-regulations/,/approved-documents/g-sanitation-hot-water-water-efficiency/,"Approved Document G: Sanitation, hot water safety and water efficiency",Flat alterations building regulations references Approved Document G.,contextual
/approved-documents/g-sanitation-hot-water-water-efficiency/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Approved Document G is relevant to Flat alterations building regulations.,related_project
/projects/flat-alterations-building-regulations/,/approved-documents/h-drainage-waste/,Approved Document H: Drainage and waste disposal,Flat alterations building regulations references Approved Document H.,contextual
/approved-documents/h-drainage-waste/,/projects/flat-alterations-building-regulations/,Flat alterations building regulations,Approved Document H is relevant to Flat alterations building regulations.,related_project
/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Homepage should route into core project pages.,hub_card
/projects/creating-new-dwelling-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/creating-new-dwelling-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/creating-new-dwelling-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/creating-new-dwelling-building-regulations/,/approved-documents/a-structure/,Approved Document A: Structure,Creating a new dwelling building regulations references Approved Document A.,contextual
/approved-documents/a-structure/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Approved Document A is relevant to Creating a new dwelling building regulations.,related_project
/projects/creating-new-dwelling-building-regulations/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Creating a new dwelling building regulations references Approved Document B.,contextual
/approved-documents/b-fire-safety/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Approved Document B is relevant to Creating a new dwelling building regulations.,related_project
/projects/creating-new-dwelling-building-regulations/,/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",Creating a new dwelling building regulations references Approved Document C.,contextual
/approved-documents/c-site-preparation-moisture/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Approved Document C is relevant to Creating a new dwelling building regulations.,related_project
/projects/creating-new-dwelling-building-regulations/,/approved-documents/e-sound/,Approved Document E: Resistance to sound,Creating a new dwelling building regulations references Approved Document E.,contextual
/approved-documents/e-sound/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Approved Document E is relevant to Creating a new dwelling building regulations.,related_project
/projects/creating-new-dwelling-building-regulations/,/approved-documents/f-ventilation/,Approved Document F: Ventilation,Creating a new dwelling building regulations references Approved Document F.,contextual
/approved-documents/f-ventilation/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Approved Document F is relevant to Creating a new dwelling building regulations.,related_project
/projects/creating-new-dwelling-building-regulations/,/approved-documents/g-sanitation-hot-water-water-efficiency/,"Approved Document G: Sanitation, hot water safety and water efficiency",Creating a new dwelling building regulations references Approved Document G.,contextual
/approved-documents/g-sanitation-hot-water-water-efficiency/,/projects/creating-new-dwelling-building-regulations/,Creating a new dwelling building regulations,Approved Document G is relevant to Creating a new dwelling building regulations.,related_project
/approved-documents/,/approved-documents/a-structure/,Approved Document A: Structure,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/a-structure/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/b-fire-safety/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",Approved Documents hub should link to each document hub.,hub_card
/approved-documents/c-site-preparation-moisture/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/d-toxic-substances/,Approved Document D: Toxic substances,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/d-toxic-substances/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/e-sound/,Approved Document E: Resistance to sound,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/e-sound/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/f-ventilation/,Approved Document F: Ventilation,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/f-ventilation/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/g-sanitation-hot-water-water-efficiency/,"Approved Document G: Sanitation, hot water safety and water efficiency",Approved Documents hub should link to each document hub.,hub_card
/approved-documents/g-sanitation-hot-water-water-efficiency/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/h-drainage-waste/,Approved Document H: Drainage and waste disposal,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/h-drainage-waste/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/j-combustion-appliances/,Approved Document J: Combustion appliances and fuel storage,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/j-combustion-appliances/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/k-falling-collision-impact/,"Approved Document K: Protection from falling, collision and impact",Approved Documents hub should link to each document hub.,hub_card
/approved-documents/k-falling-collision-impact/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/l-conservation-fuel-power/,Approved Document L: Conservation of fuel and power,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/l-conservation-fuel-power/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/m-access/,Approved Document M: Access to and use of buildings,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/m-access/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/o-overheating/,Approved Document O: Overheating,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/o-overheating/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/p-electrical-safety/,Approved Document P: Electrical safety,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/p-electrical-safety/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/q-security/,Approved Document Q: Security in dwellings,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/q-security/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/r-physical-infrastructure/,Approved Document R: Physical infrastructure for electronic communications,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/r-physical-infrastructure/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/s-electric-vehicle-charging/,Approved Document S: Electric vehicle charging infrastructure,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/s-electric-vehicle-charging/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/t-toilets/,Approved Document T: Toilet accommodation,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/t-toilets/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/approved-documents/,/approved-documents/7-materials-and-workmanship/,Approved Document 7: Materials and workmanship,Approved Documents hub should link to each document hub.,hub_card
/approved-documents/7-materials-and-workmanship/,/tools/approved-document-router/,use the Approved Document router,AD hub should send user to router tool.,cta
/downloads/,/downloads/building-regs-before-you-start-checklist/,Building regs before-you-start checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/building-regs-before-you-start-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/planning-permission-vs-building-regulations-one-page-comparison/,Planning permission vs building regulations one-page comparison,Downloads hub should link to each asset landing page.,hub_card
/downloads/planning-permission-vs-building-regulations-one-page-comparison/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/building-control-route-decision-sheet/,Building control route decision sheet,Downloads hub should link to each asset landing page.,hub_card
/downloads/building-control-route-decision-sheet/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/homeowner-building-regs-risk-audit/,Homeowner building regs risk audit,Downloads hub should link to each asset landing page.,hub_card
/downloads/homeowner-building-regs-risk-audit/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/pre-start-conversation-script-for-builders/,Pre-start conversation script for builders,Downloads hub should link to each asset landing page.,hub_card
/downloads/pre-start-conversation-script-for-builders/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/building-control-application-prep-sheet/,Building control application prep sheet,Downloads hub should link to each asset landing page.,hub_card
/downloads/building-control-application-prep-sheet/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/extension-building-control-prep-pack/,Extension building control prep pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/extension-building-control-prep-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/single-storey-extension-site-checklist/,Single-storey extension site checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/single-storey-extension-site-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/two-storey-extension-risk-checklist/,Two-storey extension risk checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/two-storey-extension-risk-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/loft-conversion-fire-and-structure-checklist/,Loft conversion fire and structure checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/loft-conversion-fire-and-structure-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/garage-conversion-building-regs-pack/,Garage conversion building regs pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/garage-conversion-building-regs-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/load-bearing-wall-removal-evidence-checklist/,Load-bearing wall removal evidence checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/load-bearing-wall-removal-evidence-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/chimney-breast-removal-checklist/,Chimney breast removal checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/chimney-breast-removal-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/new-bathroom-and-ensuite-regs-checklist/,New bathroom and ensuite regs checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/new-bathroom-and-ensuite-regs-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/kitchen-building-regs-and-ventilation-checklist/,Kitchen building regs and ventilation checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/kitchen-building-regs-and-ventilation-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/windows-and-doors-certificate-checklist/,Windows and doors certificate checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/windows-and-doors-certificate-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/rooflight-building-regs-checklist/,Rooflight building regs checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/rooflight-building-regs-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/garden-room-building-regs-risk-checklist/,Garden room building regs risk checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/garden-room-building-regs-risk-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/solar-panel-building-regs-and-roof-checklist/,Solar panel building regs and roof checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/solar-panel-building-regs-and-roof-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/heat-pump-installation-paperwork-checklist/,Heat pump installation paperwork checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/heat-pump-installation-paperwork-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/completion-certificate-evidence-folder/,Completion certificate evidence folder,Downloads hub should link to each asset landing page.,hub_card
/downloads/completion-certificate-evidence-folder/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/competent-person-certificate-tracker/,Competent person certificate tracker,Downloads hub should link to each asset landing page.,hub_card
/downloads/competent-person-certificate-tracker/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/project-photo-evidence-log/,Project photo evidence log,Downloads hub should link to each asset landing page.,hub_card
/downloads/project-photo-evidence-log/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/building-control-contact-log/,Building control contact log,Downloads hub should link to each asset landing page.,hub_card
/downloads/building-control-contact-log/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/builder-document-request-list/,Builder document request list,Downloads hub should link to each asset landing page.,hub_card
/downloads/builder-document-request-list/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/structural-calculation-record-sheet/,Structural calculation record sheet,Downloads hub should link to each asset landing page.,hub_card
/downloads/structural-calculation-record-sheet/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/energy-and-ventilation-evidence-folder/,Energy and ventilation evidence folder,Downloads hub should link to each asset landing page.,hub_card
/downloads/energy-and-ventilation-evidence-folder/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/regularisation-evidence-gatherer/,Regularisation evidence gatherer,Downloads hub should link to each asset landing page.,hub_card
/downloads/regularisation-evidence-gatherer/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/building-control-inspection-stage-checklist/,Building control inspection-stage checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/building-control-inspection-stage-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/foundation-inspection-prep-sheet/,Foundation inspection prep sheet,Downloads hub should link to each asset landing page.,hub_card
/downloads/foundation-inspection-prep-sheet/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/drainage-inspection-prep-sheet/,Drainage inspection prep sheet,Downloads hub should link to each asset landing page.,hub_card
/downloads/drainage-inspection-prep-sheet/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/insulation-before-cover-up-checklist/,Insulation before-cover-up checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/insulation-before-cover-up-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/fire-safety-before-completion-checklist/,Fire safety before-completion checklist,Downloads hub should link to each asset landing page.,hub_card
/downloads/fire-safety-before-completion-checklist/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/final-completion-walkthrough/,Final completion walkthrough,Downloads hub should link to each asset landing page.,hub_card
/downloads/final-completion-walkthrough/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/approved-document-router-printout/,Approved Document router printout,Downloads hub should link to each asset landing page.,hub_card
/downloads/approved-document-router-printout/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/approved-document-a-structure-homeowner-pack/,Approved Document A structure homeowner pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/approved-document-a-structure-homeowner-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/approved-document-b-fire-safety-homeowner-pack/,Approved Document B fire safety homeowner pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/approved-document-b-fire-safety-homeowner-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/approved-document-f-ventilation-homeowner-pack/,Approved Document F ventilation homeowner pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/approved-document-f-ventilation-homeowner-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/approved-document-l-energy-homeowner-pack/,Approved Document L energy homeowner pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/approved-document-l-energy-homeowner-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/approved-document-p-electrical-homeowner-pack/,Approved Document P electrical homeowner pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/approved-document-p-electrical-homeowner-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/installer-quote-building-regs-questions/,Installer quote building regs questions,Downloads hub should link to each asset landing page.,hub_card
/downloads/installer-quote-building-regs-questions/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/registered-installer-confirmation-form/,Registered installer confirmation form,Downloads hub should link to each asset landing page.,hub_card
/downloads/registered-installer-confirmation-form/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/electrician-part-p-certificate-request/,Electrician Part P certificate request,Downloads hub should link to each asset landing page.,hub_card
/downloads/electrician-part-p-certificate-request/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/gas-boiler-paperwork-request/,Gas boiler paperwork request,Downloads hub should link to each asset landing page.,hub_card
/downloads/gas-boiler-paperwork-request/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/home-sale-building-regs-document-pack/,Home sale building regs document pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/home-sale-building-regs-document-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/buyer-questions-building-regs-pack/,Buyer questions building regs pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/buyer-questions-building-regs-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
/downloads/,/downloads/landlord-building-regs-record-pack/,Landlord building regs record pack,Downloads hub should link to each asset landing page.,hub_card
/downloads/landlord-building-regs-record-pack/,/tools/building-control-route-checker/,check which approval route fits your project,Download page should not be a dead end.,cta
